team,conference,sos,osrs,dsrs,srs,year
Florida Gulf Coast,A-Sun,-3.42,0.31,1.95,2.26,2017
Boston College,ACC,8.08,2.95,-0.75,2.2,2017
Washington,Pac-12,6.82,6.26,-4.11,2.15,2017
DePaul,Big East,7.78,-0.09,2.18,2.09,2017
Old Dominion,CUSA,-1.35,-10.47,12.4,1.94,2017
La Salle,A-10,2.94,5.67,-3.76,1.91,2017
Towson,CAA,-1.28,0.17,1.67,1.84,2017
Massachusetts,A-10,1.66,0.73,0.9,1.63,2017
Saint Peter's,MAAC,-3.6,-9.99,11.59,1.6,2017
Lehigh,Patriot,-3.3,3.32,-1.78,1.54,2017
Furman,Southern,-3.75,-2.12,3.57,1.46,2017
Evansville,MVC,2.42,-1.54,2.99,1.45,2017
Winthrop,Big South,-6.12,4.5,-3.16,1.34,2017
Northern Iowa,MVC,5.22,-8.89,10.18,1.29,2017
Toledo,MAC (West),-0.9,3.13,-1.97,1.16,2017
Chattanooga,Southern,-2.08,-2.58,3.67,1.1,2017
Southern Illinois,MVC,2.65,-1.8,2.89,1.09,2017
Iona,MAAC,-2.47,5.95,-4.87,1.08,2017
Buffalo,MAC (East),-1.01,2.43,-1.5,0.92,2017
Kent State,MAC (East),-1.63,1.29,-0.4,0.88,2017
Arkansas State,Sun Belt,-2.1,-0.95,1.81,0.87,2017
UNC Asheville,Big South,-5.61,1.62,-0.78,0.84,2017
Louisiana State,SEC,8.69,7.23,-6.7,0.53,2017
Rice,CUSA,-4.16,7.04,-6.53,0.51,2017
Purdue-Fort Wayne,Summit,-3.19,6.99,-6.62,0.38,2017
Elon,CAA,-1.39,0.23,0.02,0.24,2017
Yale,Ivy,-2.19,0.46,-0.26,0.21,2017
Marshall,CUSA,-1.05,14.66,-14.48,0.18,2017
UC Irvine,Big West,-2.7,-4.11,4.29,0.18,2017
Saint Joseph's,A-10,3.69,-0.84,0.97,0.14,2017
Washington State,Pac-12,6.87,-0.39,0.52,0.13,2017
UNC Greensboro,Southern,-2.63,-1.53,1.43,-0.1,2017
William & Mary,CAA,-0.73,7.01,-7.15,-0.14,2017
Albany (NY),AEC,-4.69,-3.34,3.18,-0.16,2017
Grand Canyon,WAC,-4.22,-2.08,1.93,-0.16,2017
Northern Kentucky,Horizon,-2.84,-0.49,0.32,-0.17,2017
Eastern Michigan,MAC (West),0.16,0.36,-0.54,-0.18,2017
Georgia State,Sun Belt,-2.17,-1.41,1.08,-0.33,2017
South Dakota,Summit,-2.08,0.81,-1.23,-0.42,2017
Loyola Marymount,WCC,1.6,-2.4,1.93,-0.47,2017
Troy,Sun Belt,-3.36,1.96,-2.43,-0.47,2017
East Carolina,AAC,1.33,-7.08,6.59,-0.49,2017
Louisiana,Sun Belt,-3.28,7.42,-8.06,-0.64,2017
Pennsylvania,Ivy,-1.5,-3.48,2.83,-0.65,2017
Wofford,Southern,-1.08,2.84,-3.55,-0.71,2017
Northeastern,CAA,-0.91,-0.83,0.05,-0.78,2017
Western Michigan,MAC (West),-0.55,0.43,-1.2,-0.78,2017
Indiana State,MVC,3.18,-0.3,-0.72,-1.02,2017
Wright State,Horizon,-2.42,1.06,-2.07,-1.02,2017
Mercer,Southern,-0.92,-4.7,3.58,-1.12,2017
UAB,CUSA,-1.83,-2.43,1.26,-1.17,2017
Utah Valley,WAC,-2.44,2.26,-3.48,-1.22,2017
North Dakota State,Summit,-2.63,-2.06,0.75,-1.31,2017
Ball State,MAC (West),-3.57,2.78,-4.24,-1.45,2017
Lipscomb,A-Sun,-4.45,7.43,-8.98,-1.55,2017
Tennessee State,OVC (East),-2.96,-4.94,3.38,-1.57,2017
North Dakota,Big Sky,-5.45,2.19,-4.02,-1.83,2017
Samford,Southern,-3.7,3.6,-5.47,-1.87,2017
Fordham,A-10,1.36,-8.1,6.13,-1.97,2017
Siena,MAAC,-2.23,0.12,-2.12,-2.0,2017
Texas State,Sun Belt,-4.29,-8.95,6.72,-2.23,2017
Omaha,Summit,-1.11,7.66,-9.9,-2.24,2017
South Dakota State,Summit,-0.66,1.91,-4.2,-2.3,2017
Weber State,Big Sky,-5.13,0.31,-2.63,-2.32,2017
Hofstra,CAA,-1.9,3.42,-5.77,-2.35,2017
Boston University,Patriot,-3.66,-0.16,-2.28,-2.43,2017
Montana,Big Sky,-4.02,-1.77,-0.9,-2.67,2017
Eastern Washington,Big Sky,-4.43,3.02,-5.79,-2.77,2017
Green Bay,Horizon,-2.83,3.29,-6.06,-2.77,2017
Canisius,MAAC,-3.5,3.42,-6.24,-2.82,2017
Bradley,MVC,2.94,-5.29,2.45,-2.84,2017
San Jose State,MWC,1.74,-0.75,-2.08,-2.84,2017
Jacksonville State,OVC (East),-3.24,-5.6,2.75,-2.85,2017
Texas A&M-Corpus Christi,Southland,-5.79,-1.84,-1.13,-2.97,2017
Denver,Summit,-4.19,-0.65,-2.34,-2.99,2017
Air Force,MWC,1.0,-0.8,-2.26,-3.06,2017
Duquesne,A-10,0.69,-0.54,-2.53,-3.06,2017
Murray State,OVC (West),-4.41,2.87,-5.93,-3.06,2017
Gardner-Webb,Big South,-5.71,0.82,-3.9,-3.08,2017
UTEP,CUSA,-2.51,-5.11,1.98,-3.13,2017
North Carolina Central,MEAC,-12.12,-5.59,2.41,-3.18,2017
Northern Illinois,MAC (West),-2.05,-5.24,1.95,-3.29,2017
New Hampshire,AEC,-4.46,-5.41,1.85,-3.57,2017
Morehead State,OVC (East),-1.85,1.43,-5.03,-3.6,2017
Georgia Southern,Sun Belt,-2.83,-0.81,-2.82,-3.63,2017
Nevada-Las Vegas,MWC,2.59,-2.76,-0.99,-3.75,2017
Maryland-Baltimore County,AEC,-5.87,5.61,-9.45,-3.84,2017
Coastal Carolina,Sun Belt,-1.48,-2.15,-1.78,-3.94,2017
Tulane,AAC,4.25,1.71,-5.69,-3.98,2017
New Orleans,Southland,-5.34,-5.53,1.43,-4.1,2017
Navy,Patriot,-3.92,-8.45,4.34,-4.11,2017
IUPUI,Summit,-1.62,1.97,-6.26,-4.29,2017
Mount St. Mary's,NEC,-3.51,-6.3,2.02,-4.29,2017
Pacific,WCC,2.09,-5.61,1.04,-4.57,2017
Oregon State,Pac-12,5.89,-8.46,3.87,-4.59,2017
Tennessee-Martin,OVC (West),-4.34,-0.12,-4.59,-4.7,2017
Drake,MVC,1.91,1.02,-5.73,-4.71,2017
Stony Brook,AEC,-5.05,-5.77,1.06,-4.71,2017
Fairfield,MAAC,-3.85,-3.36,-1.39,-4.75,2017
Kansas City,WAC,-1.06,0.24,-5.21,-4.97,2017
UC Davis,Big West,-4.68,-4.89,-0.32,-5.21,2017
Charlotte,CUSA,-0.93,2.94,-8.17,-5.24,2017
Holy Cross,Patriot,-3.51,-13.03,7.77,-5.26,2017
Idaho,Big Sky,-5.89,-4.28,-1.06,-5.34,2017
Rider,MAAC,-5.28,-0.29,-5.05,-5.34,2017
Eastern Illinois,OVC (West),-5.05,-2.33,-3.02,-5.35,2017
Liberty,Big South,-6.16,-10.19,4.68,-5.51,2017
Oral Roberts,Summit,1.24,0.37,-5.87,-5.51,2017
James Madison,CAA,-1.83,-9.12,3.48,-5.64,2017
Columbia,Ivy,-3.13,-1.74,-3.93,-5.67,2017
Central Michigan,MAC (West),-2.63,12.21,-17.97,-5.76,2017
San Diego,WCC,0.92,-7.5,1.72,-5.78,2017
Western Kentucky,CUSA,-2.89,-4.95,-0.85,-5.8,2017
Portland,WCC,2.32,-5.78,-0.03,-5.81,2017
Army,Patriot,-4.1,-1.03,-4.82,-5.84,2017
Southeast Missouri State,OVC (West),-4.28,-1.93,-3.96,-5.89,2017
Illinois-Chicago,Horizon,-3.63,0.9,-6.86,-5.95,2017
Cal State Long Beach,Big West,-0.6,1.63,-7.61,-5.98,2017
Bowling Green State,MAC (East),-2.0,-1.65,-4.35,-6.0,2017
Little Rock,Sun Belt,-3.8,-9.63,3.56,-6.07,2017
Saint Louis,A-10,1.85,-10.79,4.7,-6.09,2017
Montana State,Big Sky,-5.88,1.3,-7.44,-6.14,2017
Hawaii,Big West,-4.92,-6.35,0.16,-6.19,2017
Loyola (MD),Patriot,-3.6,-7.85,1.53,-6.32,2017
Texas Southern,SWAC,-7.81,-1.82,-4.6,-6.41,2017
South Alabama,Sun Belt,-2.9,-3.08,-3.49,-6.57,2017
Cleveland State,Horizon,-1.53,-8.67,1.95,-6.73,2017
Stephen F. Austin,Southland,-5.75,-8.91,1.9,-7.01,2017
Portland State,Big Sky,-6.63,5.16,-12.22,-7.06,2017
Wagner,NEC,-7.89,-8.8,1.67,-7.13,2017
South Florida,AAC,2.39,-4.81,-2.48,-7.28,2017
Houston Baptist,Southland,-4.44,0.28,-7.58,-7.3,2017
Lamar,Southland,-7.93,-2.69,-4.67,-7.36,2017
Southeastern Louisiana,Southland,-8.13,-7.61,0.25,-7.36,2017
Milwaukee,Horizon,-2.17,-8.75,1.38,-7.37,2017
UTSA,CUSA,-3.03,-8.43,1.01,-7.42,2017
Drexel,CAA,-2.56,0.57,-8.0,-7.43,2017
Cal State Fullerton,Big West,-6.85,-3.81,-3.74,-7.55,2017
Sam Houston State,Southland,-6.35,-5.03,-2.52,-7.55,2017
Tennessee Tech,OVC (East),-4.17,-4.21,-3.38,-7.6,2017
South Carolina Upstate,A-Sun,-5.23,-0.86,-6.78,-7.64,2017
North Florida,A-Sun,-1.65,-2.11,-5.67,-7.78,2017
Long Island University,NEC,-8.51,-5.41,-2.39,-7.8,2017
Louisiana-Monroe,Sun Belt,-2.56,-7.53,-0.34,-7.88,2017
Florida Atlantic,CUSA,-1.98,-3.87,-4.08,-7.95,2017
Florida International,CUSA,-3.27,-4.35,-3.75,-8.1,2017
Saint Francis (PA),NEC,-7.65,-1.02,-7.11,-8.13,2017
Miami (OH),MAC (East),-2.1,-5.98,-2.18,-8.16,2017
Cal State Northridge,Big West,-4.13,3.41,-11.75,-8.34,2017
Niagara,MAAC,-4.37,-2.22,-6.13,-8.34,2017
Seattle,WAC,-3.95,-6.91,-1.45,-8.36,2017
Cornell,Ivy,-1.55,-3.02,-5.38,-8.4,2017
Kennesaw State,A-Sun,-5.97,-2.53,-5.91,-8.44,2017
Colgate,Patriot,-3.6,-7.48,-0.99,-8.47,2017
Brown,Ivy,-4.08,1.57,-10.12,-8.55,2017
Robert Morris,NEC,-5.13,-10.11,1.56,-8.56,2017
Eastern Kentucky,OVC (East),-2.44,-4.9,-3.75,-8.65,2017
Appalachian State,Sun Belt,-1.6,-2.24,-6.43,-8.67,2017
High Point,Big South,-6.28,-6.73,-2.34,-9.06,2017
Northern Colorado,Big Sky,-4.2,-6.41,-2.86,-9.27,2017
Fairleigh Dickinson,NEC,-5.31,-1.65,-7.63,-9.28,2017
Manhattan,MAAC,-2.61,-4.65,-5.03,-9.67,2017
Campbell,Big South,-7.59,-7.4,-2.28,-9.68,2017
Bryant,NEC,-5.43,-0.46,-9.24,-9.69,2017
Youngstown State,Horizon,-2.56,1.92,-11.67,-9.75,2017
Quinnipiac,MAAC,-3.22,2.0,-11.86,-9.86,2017
Delaware,CAA,-1.42,-9.77,-0.2,-9.97,2017
Pepperdine,WCC,1.87,-2.88,-7.11,-10.0,2017
NJIT,A-Sun,-4.22,-6.06,-4.05,-10.12,2017
Massachusetts-Lowell,AEC,-6.4,2.9,-13.03,-10.13,2017
Jacksonville,A-Sun,-8.45,-4.11,-6.1,-10.21,2017
American,Patriot,-3.5,-11.49,1.19,-10.3,2017
Sacramento State,Big Sky,-5.58,-6.56,-4.12,-10.69,2017
Cal Poly,Big West,-4.22,-7.03,-3.67,-10.71,2017
Detroit Mercy,Horizon,-1.62,2.23,-12.95,-10.72,2017
Sacred Heart,NEC,-7.52,-2.23,-8.72,-10.95,2017
Austin Peay,OVC (West),-2.32,1.62,-12.62,-11.0,2017
Western Illinois,Summit,-2.38,-5.09,-5.91,-11.0,2017
North Texas,CUSA,-3.32,-4.96,-6.18,-11.14,2017
Dartmouth,Ivy,-3.45,-6.12,-5.03,-11.15,2017
Radford,Big South,-4.58,-11.23,-0.12,-11.34,2017
UC Riverside,Big West,-3.87,-10.47,-0.92,-11.39,2017
Texas-Rio Grande Valley,WAC,-3.68,2.53,-13.97,-11.44,2017
Abilene Christian,Southland,-7.1,-9.0,-2.86,-11.86,2017
Binghamton,AEC,-5.79,-10.21,-1.78,-11.99,2017
Northwestern State,Southland,-6.07,-1.47,-10.57,-12.03,2017
Norfolk State,MEAC,-8.57,-8.26,-3.82,-12.07,2017
Incarnate Word,Southland,-5.62,-0.6,-11.55,-12.14,2017
SIU Edwardsville,OVC (West),-3.29,-6.85,-5.4,-12.25,2017
Charleston Southern,Big South,-6.21,-2.91,-9.37,-12.28,2017
Alcorn State,SWAC,-10.95,-9.32,-3.0,-12.33,2017
Marist,MAAC,-2.74,-5.32,-7.01,-12.33,2017
The Citadel,Southern,-2.93,11.6,-24.46,-12.86,2017
Central Arkansas,Southland,-3.76,0.6,-13.64,-13.04,2017
Hampton,MEAC,-9.92,-9.67,-3.56,-13.23,2017
Southern Mississippi,CUSA,-2.78,-12.1,-1.3,-13.4,2017
UC Santa Barbara,Big West,-2.0,-13.33,-0.16,-13.49,2017
Maryland-Eastern Shore,MEAC,-7.61,-5.28,-8.49,-13.77,2017
VMI,Southern,-1.8,-6.11,-7.8,-13.91,2017
Northern Arizona,Big Sky,-5.95,-7.81,-6.1,-13.92,2017
Stetson,A-Sun,-5.45,-0.78,-13.43,-14.21,2017
McNeese State,Southland,-4.12,-6.45,-7.83,-14.28,2017
Southern,SWAC,-11.68,-6.22,-8.26,-14.48,2017
Prairie View,SWAC,-8.48,-7.12,-7.42,-14.54,2017
Nicholls State,Southland,-5.23,-3.31,-11.26,-14.57,2017
Lafayette,Patriot,-3.5,-6.63,-8.04,-14.68,2017
Morgan State,MEAC,-11.2,-11.85,-3.18,-15.03,2017
Idaho State,Big Sky,-3.37,-6.07,-9.04,-15.1,2017
Western Carolina,Southern,-0.7,-15.01,-0.29,-15.3,2017
Jackson State,SWAC,-11.55,-13.8,-1.61,-15.42,2017
Southern Utah,Big Sky,-5.39,-0.46,-15.13,-15.58,2017
Hartford,AEC,-5.56,-8.42,-7.43,-15.85,2017
Savannah State,MEAC,-8.44,7.93,-23.96,-16.04,2017
Maine,AEC,-4.01,-10.77,-5.56,-16.33,2017
Chicago State,WAC,-0.19,-10.57,-6.11,-16.67,2017
Howard,MEAC,-7.97,-12.99,-3.97,-16.97,2017
Grambling,SWAC,-11.89,-9.37,-7.92,-17.29,2017
Central Connecticut State,NEC,-7.68,-12.65,-4.86,-17.51,2017
South Carolina State,MEAC,-6.61,-6.83,-11.54,-18.37,2017
Delaware State,MEAC,-9.37,-11.85,-6.95,-18.81,2017
St. Francis (NY),NEC,-6.54,-14.19,-5.06,-19.24,2017
Bethune-Cookman,MEAC,-11.21,-7.91,-11.54,-19.44,2017
Alabama State,SWAC,-10.75,-11.41,-8.34,-19.75,2017
Mississippi Valley State,SWAC,-7.11,-5.5,-15.05,-20.54,2017
Florida A&M,MEAC,-11.85,-8.27,-12.62,-20.88,2017
Longwood,Big South,-6.16,-8.84,-12.39,-21.23,2017
Coppin State,MEAC,-8.01,-11.46,-10.05,-21.51,2017
Arkansas-Pine Bluff,SWAC,-10.28,-17.08,-5.73,-22.81,2017
North Carolina A&T,MEAC,-9.61,-13.05,-10.02,-23.07,2017
Presbyterian,Big South,-5.95,-17.33,-6.3,-23.63,2017
Alabama A&M,SWAC,-11.09,-15.57,-11.42,-26.99,2017
Villanova,Big East,10.24,17.8,8.84,26.64,2018
Duke,ACC,9.7,16.41,8.02,24.43,2018
Purdue,Big Ten,8.74,12.91,10.5,23.41,2018
Michigan State,Big Ten,7.1,10.72,11.69,22.41,2018
Virginia,ACC,9.05,-1.75,23.95,22.2,2018
Kansas,Big 12,11.88,13.58,7.81,21.39,2018
Cincinnati,AAC,3.53,3.05,17.2,20.25,2018
North Carolina,ACC,11.78,15.41,4.66,20.07,2018
West Virginia,Big 12,9.38,12.47,7.42,19.89,2018
Texas Tech,Big 12,9.6,5.29,14.09,19.38,2018
Xavier,Big East,9.43,15.18,3.88,19.06,2018
Michigan,Big Ten,9.41,4.22,14.81,19.03,2018
Gonzaga,WCC,2.6,12.4,6.04,18.44,2018
Tennessee,SEC,10.12,5.78,12.42,18.2,2018
Ohio State,Big Ten,9.02,7.67,10.0,17.67,2018
Kentucky,SEC,10.73,9.26,7.98,17.24,2018
Clemson,ACC,9.25,4.91,12.25,17.16,2018
Butler,Big East,10.55,9.68,7.24,16.92,2018
Florida,SEC,10.08,8.15,8.52,16.66,2018
Wichita State,AAC,5.46,12.81,3.77,16.58,2018
TCU,Big 12,9.68,13.36,3.02,16.38,2018
Creighton,Big East,8.1,12.82,3.53,16.35,2018
Houston,AAC,4.16,7.34,8.65,15.99,2018
Auburn,SEC,7.29,12.84,3.13,15.97,2018
Penn State,Big Ten,7.79,6.18,9.67,15.85,2018
Florida State,ACC,8.5,12.0,3.78,15.78,2018
Arizona,Pac-12,6.84,10.25,5.42,15.67,2018
Seton Hall,Big East,10.11,10.68,4.99,15.67,2018
Texas A&M,SEC,10.62,6.36,8.95,15.3,2018
Arkansas,SEC,9.85,11.86,2.91,14.76,2018
Baylor,Big 12,9.17,4.84,9.75,14.6,2018
Nevada,MWC,4.93,12.64,1.8,14.44,2018
Arizona State,Pac-12,6.55,13.8,0.56,14.37,2018
Virginia Tech,ACC,6.71,10.46,3.89,14.35,2018
Louisville,ACC,9.07,7.92,6.37,14.3,2018
Texas,Big 12,10.67,3.68,10.28,13.96,2018
Missouri,SEC,9.19,4.1,9.71,13.81,2018
Oklahoma,Big 12,10.56,17.15,-3.34,13.81,2018
Maryland,Big Ten,7.94,5.37,8.41,13.78,2018
Notre Dame,ACC,7.92,5.61,8.02,13.64,2018
NC State,ACC,6.7,12.67,0.24,12.91,2018
Syracuse,ACC,10.02,-2.38,15.26,12.89,2018
Saint Mary's (CA),WCC,0.33,5.46,7.4,12.86,2018
Kansas State,Big 12,8.74,1.46,11.38,12.85,2018
Miami (FL),ACC,6.96,4.56,8.27,12.83,2018
Southern California,Pac-12,6.29,7.62,5.2,12.81,2018
Marquette,Big East,9.7,12.51,-0.01,12.5,2018
Oklahoma State,Big 12,9.12,6.55,5.9,12.45,2018
Alabama,SEC,10.64,4.15,8.19,12.34,2018
San Diego State,MWC,3.91,4.84,7.39,12.23,2018
UCLA,Pac-12,6.86,11.87,0.2,12.07,2018
Rhode Island,A-10,4.61,4.97,6.84,11.81,2018
Mississippi State,SEC,6.82,3.79,7.92,11.71,2018
Utah,Pac-12,6.39,2.78,8.62,11.39,2018
Boise State,MWC,3.05,5.21,6.0,11.21,2018
Providence,Big East,10.23,3.47,7.65,11.12,2018
Western Kentucky,CUSA,3.64,7.12,3.96,11.08,2018
Davidson,A-10,2.57,5.42,5.61,11.02,2018
Nebraska,Big Ten,7.33,3.69,7.3,10.99,2018
Louisiana State,SEC,8.02,8.35,2.59,10.93,2018
Oregon,Pac-12,4.84,5.7,5.0,10.7,2018
Wisconsin,Big Ten,9.5,-1.36,11.74,10.38,2018
Loyola (IL),MVC,1.8,0.65,9.72,10.37,2018
Middle Tennessee,CUSA,2.83,2.37,7.93,10.29,2018
St. John's (NY),Big East,10.69,4.06,6.23,10.29,2018
Georgia,SEC,8.87,-0.7,10.93,10.24,2018
Indiana,Big Ten,8.25,2.91,6.98,9.89,2018
Northwestern,Big Ten,8.37,0.45,9.18,9.63,2018
South Carolina,SEC,9.23,1.74,7.71,9.45,2018
Old Dominion,CUSA,-1.27,-0.99,10.25,9.27,2018
Southern Methodist,AAC,3.66,-0.03,9.11,9.08,2018
New Mexico State,WAC,-1.1,1.87,7.19,9.06,2018
Boston College,ACC,7.2,7.87,1.13,9.0,2018
St. Bonaventure,A-10,2.61,5.9,2.97,8.87,2018
Vanderbilt,SEC,10.14,4.78,3.73,8.52,2018
Illinois,Big Ten,7.53,7.21,1.29,8.5,2018
Fresno State,MWC,1.84,2.64,5.53,8.17,2018
Iowa,Big Ten,7.13,10.7,-2.58,8.13,2018
Stanford,Pac-12,7.14,5.37,2.71,8.08,2018
Brigham Young,WCC,1.53,2.21,5.83,8.05,2018
Buffalo,MAC (East),0.25,11.64,-3.66,7.99,2018
Wake Forest,ACC,8.79,5.71,2.05,7.76,2018
Washington,Pac-12,6.06,4.03,3.58,7.62,2018
Louisiana,Sun Belt,-2.55,7.31,0.27,7.58,2018
Oregon State,Pac-12,4.56,1.06,6.25,7.31,2018
Temple,AAC,7.79,2.27,4.97,7.25,2018
Nevada-Las Vegas,MWC,1.87,11.13,-3.92,7.2,2018
Georgetown,Big East,5.29,7.37,-0.21,7.16,2018
Minnesota,Big Ten,6.91,6.43,0.58,7.0,2018
Iowa State,Big 12,9.49,4.91,1.97,6.88,2018
Murray State,OVC,-3.53,2.89,3.99,6.87,2018
Mississippi,SEC,9.16,7.96,-1.11,6.85,2018
South Dakota State,Summit,-0.38,8.68,-1.84,6.84,2018
DePaul,Big East,8.45,1.67,4.88,6.55,2018
Montana,Big Sky,-2.24,2.31,3.97,6.29,2018
South Dakota,Summit,-2.6,3.65,2.53,6.17,2018
Colorado,Pac-12,7.0,0.75,5.32,6.06,2018
New Mexico,MWC,3.3,8.6,-2.78,5.81,2018
Belmont,OVC,-2.88,3.25,2.29,5.54,2018
Rutgers,Big Ten,6.84,-4.68,10.18,5.5,2018
Georgia Tech,ACC,7.46,-2.91,8.15,5.25,2018
Utah Valley,WAC,-1.76,3.28,1.8,5.08,2018
Tulsa,AAC,2.38,2.19,2.77,4.96,2018
UAB,CUSA,-0.65,2.82,2.08,4.9,2018
Vermont,AEC,-3.16,-0.07,4.97,4.9,2018
Northern Kentucky,Horizon,-4.07,0.73,4.09,4.83,2018
Central Florida,AAC,3.76,-7.49,12.24,4.76,2018
UNC Greensboro,Southern,-3.87,-3.77,8.3,4.54,2018
Bucknell,Patriot,-3.46,6.85,-2.36,4.49,2018
Furman,Southern,-3.64,2.59,1.84,4.43,2018
Wyoming,MWC,3.54,7.97,-3.71,4.26,2018
Marshall,CUSA,0.44,10.29,-6.08,4.21,2018
Northern Iowa,MVC,3.87,-7.03,11.03,4.0,2018
Grand Canyon,WAC,-4.8,-1.32,5.1,3.78,2018
Saint Joseph's,A-10,1.9,2.35,1.43,3.78,2018
East Tennessee State,Southern,-4.09,-1.75,5.47,3.72,2018
Northern Colorado,Big Sky,-2.27,4.97,-1.3,3.67,2018
Northeastern,CAA,-1.61,-0.46,4.1,3.64,2018
Virginia Commonwealth,A-10,2.43,4.89,-1.35,3.55,2018
Georgia State,Sun Belt,-2.78,0.04,3.18,3.22,2018
Missouri State,MVC,0.43,-1.05,4.1,3.06,2018
San Diego,WCC,0.5,-2.32,5.18,2.86,2018
Stephen F. Austin,Southland,-6.47,1.51,1.16,2.66,2018
Toledo,MAC (West),-1.75,4.86,-2.21,2.65,2018
Saint Louis,A-10,2.92,-6.41,8.98,2.58,2018
Utah State,MWC,2.65,-0.36,2.67,2.31,2018
Pennsylvania,Ivy,-3.16,0.03,2.22,2.24,2018
UT Arlington,Sun Belt,-1.44,4.24,-2.04,2.2,2018
UC Santa Barbara,Big West,-3.37,1.88,0.22,2.1,2018
Bradley,MVC,0.35,-4.27,6.34,2.07,2018
Florida Gulf Coast,A-Sun,-5.44,3.47,-1.54,1.94,2018
College of Charleston,CAA,-3.29,-1.6,3.43,1.83,2018
Memphis,AAC,2.16,0.72,1.09,1.81,2018
La Salle,A-10,2.54,2.32,-0.63,1.7,2018
Dayton,A-10,2.71,1.19,0.45,1.64,2018
Indiana State,MVC,2.43,2.34,-0.8,1.53,2018
Southern Illinois,MVC,0.65,-0.9,2.27,1.37,2018
Louisiana Tech,CUSA,-0.12,0.09,1.24,1.33,2018
Tulane,AAC,2.08,2.53,-1.32,1.21,2018
North Texas,CUSA,-0.4,-0.26,1.41,1.16,2018
San Francisco,WCC,1.63,-3.68,4.8,1.13,2018
Connecticut,AAC,6.05,-0.57,1.65,1.08,2018
Illinois State,MVC,3.67,1.86,-0.79,1.07,2018
Rider,MAAC,-2.65,7.85,-6.91,0.94,2018
UC Davis,Big West,-1.84,-1.63,2.5,0.87,2018
Idaho,Big Sky,-3.94,-1.49,2.31,0.82,2018
Iona,MAAC,-2.19,5.7,-4.95,0.75,2018
Evansville,MVC,1.35,-7.23,7.92,0.68,2018
Washington State,Pac-12,5.21,3.0,-2.33,0.67,2018
Valparaiso,MVC,0.93,-1.32,1.94,0.63,2018
Wright State,Horizon,-3.64,-4.33,4.91,0.58,2018
Canisius,MAAC,-4.8,0.79,-0.35,0.44,2018
Albany (NY),AEC,-5.4,-1.62,1.64,0.02,2018
Weber State,Big Sky,-2.87,0.58,-0.57,0.02,2018
Eastern Washington,Big Sky,-1.54,-1.31,1.28,-0.03,2018
Towson,CAA,-3.12,0.14,-0.26,-0.12,2018
Portland State,Big Sky,-1.04,9.02,-9.15,-0.14,2018
Richmond,A-10,3.61,1.28,-1.45,-0.17,2018
UC Irvine,Big West,-0.34,-5.47,5.26,-0.22,2018
Eastern Michigan,MAC (West),-2.81,-6.0,5.77,-0.23,2018
Harvard,Ivy,-1.7,-6.03,5.75,-0.28,2018
Jacksonville State,OVC,-4.87,-5.31,5.01,-0.3,2018
Drake,MVC,0.58,1.05,-1.55,-0.51,2018
Hofstra,CAA,-1.6,3.37,-3.91,-0.53,2018
Georgia Southern,Sun Belt,-3.28,0.0,-0.54,-0.54,2018
Pacific,WCC,1.8,-1.25,0.7,-0.55,2018
George Washington,A-10,2.13,-4.1,3.38,-0.72,2018
Mercer,Southern,-3.5,-0.19,-0.69,-0.87,2018
Cal State Fullerton,Big West,-1.03,-0.27,-0.66,-0.93,2018
Wofford,Southern,-2.45,-0.73,-0.24,-0.97,2018
Duquesne,A-10,-3.33,-0.91,-0.17,-1.08,2018
Ball State,MAC (West),-2.0,0.46,-1.68,-1.22,2018
UTSA,CUSA,-0.93,2.99,-4.23,-1.24,2018
William & Mary,CAA,-1.34,8.41,-9.79,-1.37,2018
Central Michigan,MAC (West),-3.24,2.0,-3.39,-1.39,2018
Purdue-Fort Wayne,Summit,-3.24,4.68,-6.17,-1.48,2018
Troy,Sun Belt,-2.12,0.28,-1.78,-1.5,2018
Winthrop,Big South,-5.85,2.45,-4.08,-1.63,2018
Massachusetts,A-10,1.1,-0.05,-1.6,-1.65,2018
Oakland,Horizon,-3.76,3.39,-5.21,-1.82,2018
North Dakota State,Summit,-1.58,-3.34,1.49,-1.86,2018
Pittsburgh,ACC,8.48,-6.22,4.35,-1.87,2018
Maryland-Baltimore County,AEC,-3.84,-2.3,0.28,-2.02,2018
Lipscomb,A-Sun,-3.8,4.74,-6.84,-2.1,2018
Western Michigan,MAC (West),-1.99,-0.73,-1.49,-2.22,2018
Seattle,WAC,-3.09,-1.02,-1.3,-2.32,2018
Hawaii,Big West,-2.51,-4.75,2.42,-2.33,2018
Monmouth,MAAC,-1.25,1.26,-3.67,-2.41,2018
Princeton,Ivy,-1.97,-2.21,-0.23,-2.44,2018
Ohio,MAC (East),-1.65,1.12,-3.63,-2.52,2018
Radford,Big South,-4.09,-7.39,4.78,-2.62,2018
Liberty,Big South,-6.24,-6.46,3.78,-2.68,2018
Illinois-Chicago,Horizon,-4.21,-0.19,-2.73,-2.91,2018
George Mason,A-10,0.85,-0.52,-2.45,-2.97,2018
Wagner,NEC,-6.9,-3.77,0.58,-3.19,2018
Austin Peay,OVC,-2.5,-0.62,-2.66,-3.28,2018
California,Pac-12,6.05,-4.0,0.6,-3.4,2018
Nicholls State,Southland,-5.86,2.88,-6.42,-3.54,2018
Miami (OH),MAC (East),-1.15,-4.92,1.36,-3.56,2018
